,Age,EmploymentType,GraduateOr0t,AnnualIncome,FamilyMembers,ChronicDiseases,FrequentFlyer,EverTravelledAbroad,TravelInsurance
644,32,0,1,800000,4,0,0,0,0
645,28,1,1,1100000,4,0,0,0,0
646,28,1,1,1100000,6,0,0,0,0
647,34,1,0,1300000,5,0,1,0,1
648,28,1,1,800000,4,0,0,0,0
649,28,0,1,300000,5,0,0,0,0
650,26,1,1,1400000,4,0,1,1,1
651,33,1,1,1400000,8,1,0,1,1
652,33,0,1,800000,6,0,0,0,1
653,27,0,1,500000,7,0,0,0,0
654,32,0,1,1750000,6,0,0,0,0
655,28,1,1,700000,4,0,0,0,0
656,31,1,1,500000,6,1,0,0,0
657,28,1,1,1200000,5,0,0,0,1
658,30,1,0,1450000,6,0,1,1,1
659,34,1,1,500000,3,0,0,0,0
660,28,0,1,300000,4,0,0,0,0
661,28,0,0,300000,5,0,0,0,0
662,26,1,1,500000,6,0,0,0,0
663,32,0,1,800000,6,1,0,0,1
664,34,1,1,1500000,4,0,1,1,1
665,28,1,1,1250000,6,0,1,0,0
666,28,1,1,800000,5,0,0,0,0
667,26,1,1,1300000,4,1,0,1,0
668,33,0,1,1000000,5,0,1,0,0
669,26,1,1,600000,3,0,1,0,0
670,28,1,1,800000,4,1,0,0,0
671,29,1,1,1100000,3,1,0,0,0
672,27,0,1,1050000,2,1,0,0,0
673,30,1,0,750000,3,1,0,0,1
674,27,0,1,850000,2,0,0,0,0
675,27,1,0,350000,3,0,0,0,0
676,29,1,1,1200000,7,1,0,0,0
677,27,1,0,450000,7,0,0,0,0
678,25,1,1,1700000,4,0,1,0,1
679,26,0,1,500000,5,0,0,0,0
680,29,1,1,1100000,4,1,0,1,1
681,28,1,1,1200000,4,0,0,0,0
682,26,1,1,1500000,5,1,1,1,1
683,28,1,1,750000,4,0,0,0,0
684,25,1,0,1150000,4,0,0,0,0
685,34,1,1,1500000,4,1,1,1,1
686,33,1,1,1500000,3,0,1,1,1
687,28,1,1,1150000,3,0,0,0,0
688,33,0,1,400000,5,1,0,0,0
689,27,0,1,500000,7,0,0,0,0
690,33,1,1,1400000,8,0,0,1,0
691,31,1,1,950000,3,0,1,0,0
692,31,0,0,300000,6,0,0,0,0
693,27,1,0,800000,5,1,0,0,0
694,34,0,1,1100000,6,1,0,0,1
695,28,1,1,1150000,7,0,0,0,0
696,32,0,1,350000,2,0,0,0,0
697,25,1,1,1400000,3,1,0,1,1
698,33,1,1,1200000,7,0,0,0,1
699,32,0,1,800000,3,1,1,0,0
700,28,1,1,1450000,4,0,1,1,1
701,29,1,1,1350000,7,1,0,1,1
702,28,1,1,500000,8,0,0,0,0
703,27,0,1,500000,6,0,0,0,0
704,33,0,1,700000,8,0,0,0,1
705,27,0,1,850000,5,1,0,0,0
706,34,1,1,700000,4,0,0,0,0
707,28,1,1,550000,4,1,0,0,0
708,34,1,1,1000000,3,0,0,0,0
709,33,1,1,1500000,3,0,1,1,1
710,26,0,1,1450000,3,1,1,1,1
711,34,1,1,1000000,8,0,0,0,1
712,28,1,1,1450000,9,0,1,1,1
713,28,1,1,1100000,2,1,0,0,1
714,28,0,1,300000,4,0,0,0,0
715,28,1,1,1200000,5,0,0,0,0
716,29,1,1,1100000,7,0,0,0,1
717,28,1,1,800000,4,0,0,0,0
718,27,0,1,900000,4,0,0,0,0
719,34,1,0,1300000,4,0,0,0,0
720,27,0,1,850000,2,0,0,1,0
721,34,1,1,1050000,4,0,0,0,0
722,33,0,1,400000,8,0,0,0,1
723,29,1,1,1050000,2,1,1,0,0
724,25,0,1,750000,3,0,0,0,0
725,30,1,0,800000,4,0,0,0,1
726,25,1,1,1700000,5,0,1,0,1
727,34,0,1,1100000,7,1,0,0,1
728,28,1,1,1250000,6,0,0,1,0
729,27,1,0,600000,3,0,0,1,0
730,31,1,1,500000,6,0,0,0,1
731,28,1,1,800000,5,0,0,0,0
732,30,1,0,800000,4,0,0,0,0
733,27,0,1,900000,4,0,1,0,0
734,34,1,1,1050000,7,0,0,0,1
735,28,0,1,300000,4,0,0,0,0
736,30,1,0,650000,7,0,0,0,0
737,28,1,1,700000,4,1,0,0,1
738,28,1,1,800000,7,0,1,0,0
739,33,1,1,550000,4,0,0,0,1
740,34,1,1,1000000,6,1,0,0,1
741,34,1,1,1300000,6,0,0,0,1
742,34,1,1,1050000,7,1,0,0,1
743,29,1,1,500000,6,0,0,0,0
744,29,1,1,1050000,5,1,0,1,0
745,28,0,1,600000,3,0,1,0,0
746,27,0,1,500000,3,1,0,0,0
747,34,1,1,1300000,6,0,0,0,1
748,28,1,1,650000,5,0,0,1,0
749,34,0,1,1300000,8,0,0,0,1
750,35,1,0,800000,4,0,0,0,0
751,28,1,1,1350000,9,0,0,1,1
752,28,1,0,550000,6,0,0,0,1
753,33,0,1,1100000,4,1,0,0,0
754,32,0,1,850000,3,0,0,0,0
755,29,1,1,1200000,4,0,0,0,0
756,28,0,0,300000,6,0,0,0,0
757,27,0,1,500000,6,1,0,0,0
758,33,1,1,1400000,6,1,0,1,1
759,34,1,1,700000,7,1,0,0,1
760,27,0,1,500000,4,1,0,0,0
761,26,1,1,1500000,3,0,1,1,1
762,28,1,1,800000,5,0,0,0,0
763,28,0,1,600000,4,1,0,0,0
764,27,0,1,500000,5,0,0,0,0
765,29,1,1,350000,4,0,0,0,0
766,34,1,1,700000,3,1,0,0,0
767,28,0,0,300000,6,0,0,0,0
768,34,1,1,1500000,5,0,1,1,1
769,30,1,0,800000,3,0,0,0,0
770,28,0,1,600000,5,0,0,0,0
771,29,1,1,500000,7,0,0,0,1
772,35,1,0,950000,3,0,0,0,0
773,31,1,1,950000,6,0,0,0,0
774,28,1,1,800000,5,0,1,0,0
775,32,0,1,350000,3,0,0,0,0
776,25,1,1,1400000,6,0,1,1,1
777,27,0,1,500000,5,0,0,0,0
778,27,0,1,850000,6,0,0,0,0
779,25,1,1,1400000,4,0,0,1,1
780,31,0,1,400000,6,0,0,0,0
781,27,0,1,500000,5,0,0,0,1
782,28,1,1,1200000,4,0,0,0,0
783,29,1,1,1100000,7,0,0,0,0
784,31,0,1,1500000,5,1,1,1,1
785,29,1,1,1200000,7,0,0,1,0
786,29,1,1,500000,2,0,0,0,0
787,34,1,1,1000000,4,0,0,0,0
788,34,1,1,500000,7,0,0,0,0
789,28,1,1,750000,4,0,0,0,1
790,32,0,1,900000,4,1,0,0,1
791,35,1,0,800000,7,0,0,0,1
792,28,1,1,750000,6,0,1,0,0
793,28,1,1,1150000,6,0,0,0,1
794,26,0,1,500000,7,1,0,0,0
795,32,0,1,350000,3,0,0,0,0
796,28,0,1,300000,7,0,0,0,0
797,28,0,1,300000,4,0,0,0,0
798,34,0,1,1300000,5,1,0,0,1
799,31,0,1,1200000,3,0,0,0,0
800,31,0,1,1200000,6,0,0,0,0
801,31,1,1,500000,4,1,0,0,1
802,30,1,0,550000,5,1,0,0,1
803,29,1,1,1050000,7,1,0,0,0
804,27,1,0,350000,4,1,0,0,0
805,29,1,1,1050000,3,1,1,0,0
806,30,1,0,550000,5,0,0,0,0
807,27,0,1,1050000,3,0,1,0,1
808,34,1,1,1500000,6,0,1,1,1
809,30,1,0,1450000,5,1,1,1,1
810,29,1,1,600000,4,1,0,0,0
811,26,1,1,450000,3,0,0,0,0
812,33,0,1,1000000,4,1,0,0,0
813,30,1,0,550000,3,0,0,0,0
814,29,1,1,1050000,6,1,0,1,0
815,25,1,0,1700000,5,1,1,0,0
816,34,1,1,1050000,4,0,0,0,0
817,27,0,1,500000,4,0,0,0,1
818,28,1,1,900000,4,0,0,0,1
819,28,1,1,1150000,4,1,0,0,0
820,25,1,0,1150000,4,0,0,0,0
821,34,1,1,1000000,4,1,0,0,1
822,29,1,1,1200000,4,0,0,0,0
823,28,1,1,1200000,4,0,0,0,0
824,32,0,1,850000,4,0,0,0,0
825,29,1,1,900000,7,0,0,0,1
826,28,1,1,1150000,3,0,1,0,0
827,32,0,1,850000,7,1,0,0,1
828,34,1,1,1000000,6,1,0,0,1
829,26,1,1,600000,5,0,0,0,0
830,34,1,1,1050000,6,0,0,0,1
831,27,0,1,1050000,6,1,0,0,0
832,34,1,1,1500000,6,0,1,1,1
833,31,0,1,1500000,3,0,1,1,1
834,33,1,1,1400000,5,1,1,1,1
835,35,1,0,600000,9,0,0,0,0
836,28,1,1,1450000,4,0,1,1,1
837,29,1,1,1100000,7,0,1,0,0
838,29,1,1,1100000,5,0,1,0,0
839,26,1,1,1250000,4,0,0,0,1
840,28,1,1,1100000,3,0,0,0,1
841,34,1,1,1500000,3,0,1,1,1
842,29,1,1,1100000,3,0,0,0,0
843,29,1,1,600000,3,0,0,0,0
844,33,0,1,1100000,2,0,0,0,0
845,28,1,1,750000,3,1,0,0,0
846,28,1,1,700000,4,0,0,0,0
847,29,1,1,1050000,4,0,0,0,1
848,35,0,1,900000,6,1,0,0,0
849,34,0,1,1300000,4,0,0,0,0
850,32,0,1,850000,4,0,1,0,0
851,28,1,1,500000,5,0,0,0,1
852,27,0,1,500000,3,1,0,0,0
853,31,0,1,400000,6,1,0,0,0
854,32,0,1,850000,3,1,0,0,0
855,26,1,1,500000,6,0,0,0,0
856,34,1,1,700000,7,0,0,0,1
857,28,0,1,600000,3,0,0,0,1
858,27,0,1,1050000,5,0,1,0,0
859,28,1,1,800000,4,0,0,0,0
860,34,1,1,1000000,4,1,0,0,0
861,30,1,0,1450000,3,1,1,1,1
862,28,0,1,300000,3,1,0,0,0
863,29,1,1,1100000,3,0,0,0,0
864,26,1,1,600000,6,0,1,0,0
865,31,1,1,1350000,5,0,0,1,1
866,31,1,1,1400000,3,1,0,1,1
867,33,1,1,750000,5,0,0,0,0
868,28,0,1,1200000,5,1,0,0,0
869,33,1,1,1400000,3,0,0,1,1
870,35,1,0,800000,2,0,0,1,0
871,25,1,0,1700000,5,1,1,1,0
872,27,1,0,1000000,3,0,0,0,0
873,32,0,1,350000,3,0,0,0,1
874,28,1,1,550000,4,0,0,0,0
875,29,1,1,600000,3,1,0,0,0
876,28,1,1,800000,4,1,0,0,0
877,26,1,1,1400000,3,0,0,1,1
878,26,1,1,600000,4,0,0,0,0
879,29,1,1,1050000,4,0,0,0,1
880,28,1,1,750000,6,0,1,0,0
881,29,1,1,1200000,4,0,0,0,0
882,26,1,1,600000,4,1,0,0,0
883,28,1,1,1350000,3,0,0,1,1
884,35,0,1,1100000,8,0,1,0,1
885,32,0,1,350000,5,0,0,0,0
886,31,1,1,1350000,3,0,0,1,1
887,28,0,1,600000,4,0,0,0,0
888,28,1,1,1250000,6,1,0,0,0
889,35,1,0,800000,3,1,0,0,0
890,33,1,1,1400000,3,0,0,1,1
891,29,1,1,1050000,5,1,0,0,0
892,29,1,1,1050000,4,0,0,0,0
893,31,0,1,400000,2,0,0,0,0
894,30,1,0,800000,5,0,0,0,1
895,28,1,1,600000,5,0,0,1,1
896,33,0,1,600000,4,0,0,0,0
897,31,0,1,1300000,5,1,0,0,0
898,31,0,1,1300000,5,0,0,0,0
899,25,1,1,1700000,3,0,1,0,1
900,29,1,1,1050000,3,1,1,0,1
901,33,0,1,700000,2,0,0,0,0
902,34,1,1,500000,7,1,0,0,1
903,28,0,1,600000,4,0,0,0,0
904,28,0,1,300000,6,0,0,0,0
905,28,1,1,550000,6,0,0,1,0
906,34,0,1,1300000,5,1,0,0,0
907,26,1,1,1400000,6,0,0,1,1
908,34,1,1,1300000,3,0,0,1,0
909,26,1,1,1400000,4,1,0,1,1
910,34,0,1,1300000,4,0,0,0,0
911,27,0,1,1050000,5,0,1,0,0
912,31,1,1,1400000,6,0,1,1,1
913,31,1,1,1400000,4,0,0,1,1
914,32,0,1,800000,6,1,0,0,0
915,28,0,1,600000,2,0,1,0,0
916,26,1,1,1500000,6,0,1,1,1
917,28,0,1,300000,6,0,0,0,0
918,33,0,1,1000000,7,1,0,0,1
919,26,1,1,1500000,6,0,1,1,1
920,32,0,1,650000,5,0,0,0,0
921,33,0,1,400000,4,0,0,0,0
922,29,1,1,900000,4,0,0,0,0
923,28,1,1,1100000,4,1,1,0,0
924,31,0,1,400000,6,0,0,0,0
925,30,1,0,800000,3,0,0,0,0
926,34,1,1,700000,5,0,0,0,1
927,33,1,1,1500000,5,1,1,1,1
928,26,1,1,450000,7,0,0,0,1
929,26,1,1,600000,5,0,0,0,1
930,34,1,1,700000,7,1,0,0,1
931,28,0,1,1200000,6,1,0,0,0
932,27,0,1,1050000,5,1,0,0,1
933,28,0,1,600000,5,0,0,1,0
934,28,1,1,800000,5,0,1,0,0
935,27,1,0,1550000,7,0,1,0,1
936,33,0,1,800000,3,0,0,0,0
937,28,1,1,1250000,4,0,0,0,0
938,28,0,1,1200000,8,0,1,0,1
939,31,1,1,500000,8,0,0,0,1
940,25,1,1,1400000,6,0,1,1,1
941,34,1,1,1000000,5,0,0,0,0
942,25,1,1,500000,6,0,0,0,0
943,29,1,1,1200000,5,1,0,0,0
944,33,0,1,600000,3,0,0,0,0
945,28,1,1,1200000,9,0,0,0,0
946,25,1,1,1400000,5,0,1,1,1
947,35,1,0,800000,5,0,0,0,0
948,29,1,1,500000,5,0,0,0,0
949,29,1,1,1200000,3,1,0,1,1
950,28,1,1,550000,5,0,0,0,0
951,34,1,1,1500000,5,0,1,1,1
952,28,1,1,1450000,5,0,1,1,1
953,29,1,1,1750000,6,0,0,0,0
954,34,1,1,1000000,5,1,1,0,0
955,34,1,1,1300000,6,0,0,0,1
956,25,1,0,1700000,5,0,1,0,1
957,28,1,1,500000,5,1,0,0,0
958,27,1,0,350000,5,1,0,0,0
959,31,1,1,500000,6,0,0,0,0
960,28,1,1,1450000,4,0,1,1,1
961,28,0,0,300000,6,1,0,0,0
962,33,0,1,1000000,5,0,0,0,0
963,26,1,1,600000,6,1,0,0,1
964,33,0,1,400000,9,1,0,0,1
965,25,1,0,1150000,8,0,1,0,0
966,25,1,1,1700000,4,1,1,0,1
967,29,1,1,900000,5,0,0,0,0
968,31,1,1,1250000,5,1,0,0,0
969,31,1,1,900000,3,0,0,0,0
970,27,1,0,450000,7,0,0,0,0
971,34,1,1,1050000,6,0,0,1,1
972,28,1,1,1200000,3,0,0,0,0
973,26,1,1,1500000,4,0,1,1,1
974,26,1,1,1500000,4,0,1,1,1
975,30,1,0,1450000,3,1,1,1,1
976,26,1,1,1300000,5,0,0,0,0
977,34,1,1,1500000,2,0,1,1,1
978,32,0,1,900000,4,0,1,0,0
979,30,1,0,650000,4,0,0,0,0
980,28,0,1,300000,8,0,0,0,0
981,27,0,1,750000,3,0,0,0,0
982,27,0,1,850000,5,0,0,0,0
983,35,1,0,950000,6,0,1,0,1
984,28,1,1,550000,5,1,0,0,0
985,25,1,1,1400000,3,1,1,1,1
986,25,1,1,1400000,3,0,0,1,1
987,33,1,1,1400000,2,1,0,1,1
988,31,1,1,1750000,7,0,0,0,0
989,33,0,1,400000,7,1,0,0,1
990,29,1,1,600000,4,0,1,0,1
991,30,1,0,1450000,7,0,1,1,1
992,28,1,1,1100000,4,1,0,0,0
993,34,1,1,700000,2,0,1,0,0
994,28,1,1,550000,6,1,0,0,0
995,27,0,1,850000,5,0,0,0,0
996,31,1,1,1400000,4,0,1,1,1
997,28,1,1,700000,4,1,0,0,0
998,26,1,1,1400000,4,0,0,1,1
999,34,1,1,1300000,6,0,0,0,1
1000,28,0,1,300000,4,0,0,0,0
1001,26,1,1,1250000,5,0,0,0,1
1002,29,1,1,500000,8,0,0,0,0
1003,31,1,1,1250000,5,1,0,0,0
1004,31,0,0,400000,4,1,0,0,0
1005,27,1,0,350000,4,0,0,0,0
1006,28,1,1,1100000,6,0,0,0,0
1007,34,1,1,1000000,6,0,0,0,1
1008,26,1,1,1400000,5,0,0,1,1
1009,34,1,1,1500000,4,0,1,1,1
1010,27,0,1,500000,8,0,0,0,0
1011,35,1,0,950000,9,0,0,0,1
1012,29,1,1,1200000,5,0,0,0,0
1013,25,1,0,600000,4,0,1,0,0
1014,26,0,1,550000,5,0,0,0,1
1015,26,1,1,1400000,4,1,0,1,1
1016,29,1,1,350000,9,1,0,0,0
1017,28,0,1,300000,3,1,0,0,0
1018,31,0,1,400000,7,0,0,0,0
1019,27,0,1,850000,4,1,1,1,1
1020,25,1,0,1150000,4,0,0,0,0
1021,28,1,1,1150000,4,0,0,0,1
1022,27,0,1,850000,5,0,1,0,0
1023,25,1,1,1400000,3,0,0,1,1
1024,32,0,1,800000,9,0,0,1,1
1025,31,0,1,1300000,4,1,0,0,1
1026,28,1,1,700000,4,0,0,0,0
1027,25,1,0,1150000,5,0,1,0,0
1028,25,1,0,1150000,3,1,0,0,0
1029,31,0,0,300000,3,0,0,0,0
1030,34,1,1,1000000,3,1,0,0,0
1031,29,1,1,1200000,9,0,0,0,0
1032,32,0,1,850000,3,0,0,0,1
1033,31,1,1,1250000,4,0,0,0,0
1034,25,1,1,1400000,3,0,1,1,1
1035,34,1,1,1300000,3,0,0,0,0
1036,28,1,1,750000,5,0,0,0,0
1037,29,1,1,900000,7,0,0,0,1
1038,30,1,0,550000,4,0,0,0,1
1039,28,1,1,800000,3,1,0,0,0
1040,32,0,1,850000,3,0,1,0,1
1041,26,1,1,500000,2,1,0,0,0
1042,31,1,1,500000,2,0,0,0,0
1043,30,1,0,500000,8,0,0,0,0
1044,25,1,0,1350000,6,0,0,1,1
1045,28,1,1,1100000,4,1,0,0,0
1046,33,0,1,400000,5,1,0,0,0
1047,31,1,1,1350000,4,0,0,1,1
1048,25,1,1,500000,5,1,0,0,0
1049,29,1,1,900000,7,0,0,0,0
1050,33,0,1,1100000,2,1,0,1,0
1051,25,1,0,600000,4,0,1,1,0
1052,29,1,1,1200000,7,1,0,0,0
1053,34,1,1,1050000,4,0,0,0,1
1054,31,0,1,400000,5,0,0,0,0
1055,25,1,1,1700000,5,0,1,0,1
1056,31,0,1,1300000,4,0,0,0,0
1057,28,1,1,700000,6,1,0,0,0
1058,27,0,1,900000,6,0,1,1,0
1059,32,0,1,350000,4,0,0,0,0
1060,35,1,0,950000,5,1,0,0,0
1061,31,0,1,400000,3,0,0,0,0
1062,32,0,1,650000,4,0,0,0,0
1063,28,1,1,1200000,6,0,0,0,0
1064,29,1,1,1200000,5,0,0,0,0
1065,28,0,0,300000,7,1,0,0,0
1066,29,1,1,1200000,5,1,0,0,1
1067,34,1,1,700000,4,0,1,0,1
1068,27,0,1,500000,4,1,0,0,1
1069,28,1,1,800000,4,1,0,0,0
1070,33,0,1,800000,5,1,0,0,0
1071,27,0,1,750000,8,0,0,0,0
1072,31,0,1,400000,6,0,0,0,0
1073,28,1,1,500000,7,0,0,0,0
1074,34,1,1,1500000,5,1,1,1,0
1075,32,0,1,650000,5,0,1,0,0
1076,31,1,1,1350000,4,0,0,1,1
1077,27,0,1,1050000,4,0,0,0,0
1078,31,0,0,300000,3,0,0,0,0
1079,34,1,1,1000000,3,0,0,0,0
1080,28,1,1,700000,7,0,0,0,0
1081,26,0,1,1450000,5,0,1,1,1
1082,29,1,1,1200000,8,1,0,0,0
1083,25,1,0,1150000,8,0,0,0,0
1084,29,1,1,1050000,4,0,0,0,0
1085,28,1,1,1250000,7,0,0,0,0
1086,28,0,1,300000,3,0,0,0,0
1087,31,0,1,1200000,7,1,0,0,0
1088,28,1,1,1250000,9,1,0,0,0
1089,26,1,1,500000,3,0,0,0,0
1090,29,1,1,1100000,5,1,0,0,0
1091,34,1,1,1500000,9,0,1,1,1
1092,31,0,1,1500000,7,0,1,1,1
1093,26,1,1,1500000,5,0,1,1,1
1094,34,1,1,700000,5,1,0,0,0
1095,34,0,1,1100000,9,0,0,0,1
1096,30,1,0,1450000,7,1,1,1,1
1097,28,0,1,600000,8,0,1,0,0
1098,28,1,1,1150000,6,1,0,0,0
1099,35,1,0,800000,6,0,0,0,1
1100,27,1,0,450000,3,0,0,0,1
1101,34,1,1,500000,4,0,0,0,0
1102,29,1,1,1200000,5,1,0,0,0
1103,34,1,1,1050000,5,1,0,0,0
1104,34,1,1,1000000,5,0,0,0,0
1105,26,0,1,1450000,7,0,1,1,1
1106,34,1,1,1300000,4,0,0,0,0
1107,26,1,1,1400000,5,0,0,1,1
1108,35,1,0,950000,3,0,1,0,1
1109,25,1,1,1400000,4,1,1,1,1
1110,29,1,1,1100000,4,0,0,1,0
1111,34,1,1,500000,3,0,0,0,0
1112,35,1,0,800000,4,0,0,0,0
1113,33,0,1,400000,5,0,0,0,0
1114,33,0,1,1000000,3,0,0,1,0
1115,34,1,1,700000,2,0,0,0,0
1116,28,0,1,600000,9,0,1,0,1
1117,28,1,1,800000,5,1,0,0,0
1118,33,0,1,1100000,2,0,1,0,0
1119,28,0,1,300000,6,1,0,0,0
1120,31,0,0,300000,4,0,0,0,0
1121,34,1,1,1000000,6,1,0,0,1
1122,34,1,1,700000,5,0,1,0,1
1123,25,1,1,1800000,6,1,1,0,1
1124,29,1,1,1100000,5,0,1,0,0
1125,28,0,1,300000,5,0,0,0,0
1126,29,1,1,1200000,4,0,0,0,0
1127,30,1,0,650000,6,0,1,0,0
1128,33,0,1,700000,4,0,0,0,0
1129,26,1,1,1500000,2,0,1,1,1
1130,28,1,1,550000,5,0,1,0,0
1131,31,0,1,400000,3,0,0,0,0
1132,34,0,1,1300000,4,0,0,0,1
1133,35,0,1,1100000,3,1,0,0,1
1134,31,1,1,1250000,7,0,0,0,1
1135,28,1,1,1100000,7,1,0,0,1
1136,27,1,0,600000,6,0,0,0,1
1137,35,1,0,800000,5,0,0,0,0
1138,28,1,1,900000,6,1,1,0,0
1139,26,1,1,500000,4,0,0,0,0
1140,28,1,1,750000,4,0,1,1,0
1141,33,1,1,750000,4,1,0,0,0
1142,27,0,1,750000,6,0,0,0,0
1143,27,0,1,500000,4,0,0,0,0
1144,31,0,0,300000,4,0,0,0,0
1145,28,1,1,500000,5,0,0,0,0
1146,29,1,1,1200000,4,0,0,0,0
1147,26,1,1,1500000,3,0,1,1,1
1148,28,1,1,700000,5,0,1,0,0
1149,25,1,1,1400000,5,0,1,1,1
1150,28,1,1,600000,3,0,0,0,1
1151,34,1,1,700000,7,0,0,0,1
1152,28,0,1,300000,4,0,0,0,0
1153,28,1,1,1150000,6,0,0,0,0
1154,34,1,1,1000000,5,1,0,0,0
1155,28,0,1,600000,4,0,1,0,1
1156,28,1,1,1300000,6,0,0,0,1
1157,28,1,1,800000,5,1,0,0,1
1158,34,1,1,700000,2,0,0,0,0
1159,31,1,1,1250000,3,0,0,0,0
1160,29,1,1,1050000,3,1,0,0,0
1161,28,1,1,600000,3,0,0,0,1
1162,34,1,0,1400000,4,0,0,1,1
1163,29,1,1,900000,3,0,0,0,0
1164,31,1,1,1400000,6,0,0,1,1
1165,28,1,1,1150000,2,0,0,0,1
1166,34,1,1,1300000,3,0,0,0,0
1167,34,1,1,1050000,4,0,0,0,0
1168,28,0,1,600000,3,0,0,0,0
1169,25,1,1,1400000,7,0,0,1,1
1170,34,0,1,1300000,5,0,0,0,0
1171,31,0,1,400000,4,0,0,0,0
1172,28,1,1,900000,4,1,0,0,1
1173,32,0,1,850000,7,0,0,1,1
1174,30,1,0,800000,4,1,1,0,0
1175,33,0,1,400000,4,1,0,0,0
1176,34,1,0,1300000,5,0,0,0,0
1177,34,1,1,700000,2,1,1,0,0
1178,28,1,1,800000,4,0,0,0,1
1179,27,0,1,500000,6,0,0,0,0
1180,26,1,1,500000,6,0,0,0,0
1181,28,1,1,600000,3,0,0,0,0
1182,28,0,1,300000,5,0,0,0,0
1183,29,1,1,1100000,4,1,0,0,0
1184,35,1,0,800000,4,0,0,0,0
1185,33,0,1,400000,4,0,0,0,0
1186,31,1,1,900000,3,1,0,0,0
1187,29,1,1,1200000,6,1,0,0,0
1188,26,1,1,500000,5,0,0,0,0
1189,34,1,0,1300000,3,0,0,0,0
1190,31,1,1,1250000,3,0,0,0,0
1191,25,1,0,1150000,5,1,0,0,0
1192,33,0,1,1100000,3,0,0,0,1
1193,34,1,0,950000,3,0,0,0,0
1194,31,1,1,1350000,3,0,0,1,1
1195,31,1,1,900000,3,0,0,0,0
1196,28,0,1,300000,2,0,0,0,0
1197,25,1,1,1700000,5,1,1,0,1
1198,33,0,1,400000,4,0,0,0,0
1199,28,0,1,1200000,7,1,0,0,0
1200,26,1,1,1400000,4,1,0,1,1
1201,28,1,1,650000,5,0,1,0,0
1202,31,1,1,1400000,4,0,0,1,1
1203,28,1,1,1150000,6,1,0,0,0
1204,28,1,1,800000,3,1,0,0,1
1205,33,0,1,700000,3,0,0,0,0
1206,29,1,1,1200000,3,0,0,0,1
1207,26,1,1,450000,6,0,0,0,0
1208,31,0,1,1200000,9,0,0,0,0
1209,34,1,1,1500000,5,1,1,1,1
1210,30,1,0,800000,5,0,0,0,1
1211,25,1,1,1700000,4,0,1,0,1
1212,34,1,0,1300000,5,0,0,0,0
1213,25,0,1,750000,2,0,0,1,1
1214,31,0,1,1200000,2,1,0,0,0
1215,25,1,1,1700000,5,0,1,0,1
1216,27,1,0,800000,6,0,0,0,1
1217,31,0,1,400000,7,0,0,0,0
1218,28,1,1,1150000,7,0,0,0,0
1219,34,1,1,700000,6,0,1,0,1
1220,28,1,1,1100000,5,0,0,0,0
1221,28,0,1,300000,2,0,0,0,0
1222,29,1,1,1350000,3,1,1,1,0
1223,33,1,1,550000,5,1,0,0,0
1224,33,1,1,1400000,7,0,0,1,1
1225,31,0,0,350000,3,1,0,0,0
1226,34,1,1,1500000,5,0,1,1,1
1227,29,1,1,1050000,7,0,0,0,0
1228,31,0,0,400000,4,1,0,0,0
1229,33,0,1,400000,9,0,0,0,1
1230,31,0,1,1500000,6,0,1,1,1
1231,34,1,1,1500000,4,1,1,1,1
1232,31,0,0,350000,4,1,0,0,0
1233,27,0,1,1050000,5,1,0,0,0
1234,34,0,1,1300000,4,0,0,0,0
1235,28,0,1,1200000,3,0,0,0,0
1236,28,0,1,600000,3,0,0,0,0
1237,31,1,1,900000,7,0,0,1,0
1238,34,1,1,700000,6,0,0,0,1
1239,34,1,1,1500000,6,1,1,1,1
1240,28,1,1,700000,5,0,1,0,0
1241,33,0,1,1100000,8,0,0,0,1
1242,28,1,1,700000,3,1,0,1,0
1243,33,0,1,700000,6,1,0,0,1
1244,25,1,0,1150000,3,1,0,1,0
1245,26,1,1,1400000,3,0,0,1,1
1246,26,1,1,1250000,4,0,0,0,0
1247,26,1,1,500000,7,0,0,0,0
1248,28,1,1,1200000,5,0,0,0,0
1249,28,0,1,600000,4,0,0,0,0
1250,28,1,1,800000,7,0,0,0,0
1251,28,1,1,500000,5,1,0,0,1
1252,34,1,1,1050000,5,0,0,0,0
1253,25,1,1,1700000,3,0,1,0,1
1254,34,1,1,700000,8,0,0,0,1
1255,28,0,1,1200000,3,0,0,0,0
1256,28,1,1,500000,5,1,0,0,1
1257,28,1,0,550000,5,0,0,0,0
1258,34,0,1,1300000,7,1,0,0,1
1259,33,0,1,400000,6,0,0,0,1
1260,30,1,0,550000,4,0,0,0,0
1261,33,0,1,800000,6,1,0,0,1
1262,27,0,1,500000,4,0,0,0,1
1263,28,0,1,600000,7,1,0,0,0
1264,31,0,1,400000,6,0,0,0,0
1265,34,1,1,1000000,5,0,0,0,0
1266,33,1,1,1400000,8,1,0,1,1
1267,31,1,1,1350000,3,0,1,1,1
1268,33,0,1,1000000,5,0,0,1,1
1269,31,0,1,1200000,3,0,0,0,0
1270,31,0,0,350000,3,0,0,0,0
1271,25,1,1,500000,4,1,0,0,1
1272,33,0,1,650000,3,0,0,0,1
1273,29,1,1,1200000,4,0,1,0,0
1274,34,1,1,1000000,3,0,0,0,0
1275,29,1,1,600000,6,0,0,0,0
1276,31,0,1,1200000,5,1,0,0,1
1277,34,1,1,1500000,2,0,1,1,1
1278,30,1,0,550000,3,0,0,0,1
